u,v,key,osmid,name,highway,oneway,length,lanes,ref,maxspeed,geometry
81706482,81800506,0,9964152,Maple Street,residential,False,36.326,,,,"LINESTRING (-97.1373714 33.2082955, -97.1369833 33.2082597)"
81763210,9562937293,0,41440930,Eagle Drive,primary,False,9.963,4,US 77,,"LINESTRING (-97.1323188 33.2064929, -97.1324258 33.2064964)"
81763294,81763296,0,9960985,Fort Worth Drive,primary,False,37.514,4,US 377,,"LINESTRING (-97.13427 33.2065, -97.134408 33.206183)"
81763294,9562937255,0,28462426,Eagle Drive,primary,False,13.742,4,US 77;US 377,,"LINESTRING (-97.13427 33.2065, -97.1341223 33.206501)"
81763294,81818307,0,589767596,Eagle Drive,tertiary,False,72.561,,,,"LINESTRING (-97.13427 33.2065, -97.1350499 33.2065034)"
81763296,81763294,0,9960985,Fort Worth Drive,primary,False,37.514,4,US 377,,"LINESTRING (-97.134408 33.206183, -97.13427 33.2065)"
81769781,81946700,0,9977716,South Locust Street,primary,True,74.524,3,US 77;US 377,,"LINESTRING (-97.1325 33.20922, -97.13248 33.20989)"
81773648,8822904011,0,9961848,Ponder Street,residential,False,8.017,,,,"LINESTRING (-97.14478 33.21568, -97.14478 33.2157521)"
81773648,9033084822,0,974873273,West Oak Street,secondary,True,7.014,2,,,"LINESTRING (-97.14478 33.21568, -97.1448554 33.2156801)"
81782211,7832497592,0,9962521,East Walnut Street,residential,False,11.555,,,,"LINESTRING (-97.1324752 33.2139657, -97.132351 33.2139648)"
81782211,7832497595,0,608839550,West Walnut Street,residential,True,9.808,,,,"LINESTRING (-97.1324752 33.2139657, -97.1325806 33.2139678)"
81782211,7832497593,0,976725759,South Locust Street,primary,True,9.511,2,US 77;US 377,,"LINESTRING (-97.1324752 33.2139657, -97.1324722 33.2140512)"
81783344,9562937253,0,608839542,South Elm Street,primary,True,10.771,2,US 77;US 377,,"LINESTRING (-97.134176 33.206696, -97.1342191 33.2066061)"
81783346,7569615235,0,608839542,South Elm Street,primary,True,1.397,2,US 77;US 377,,"LINESTRING (-97.134063 33.206978, -97.1340678 33.2069661)"
81783348,6041354009,0,608839542,South Elm Street,primary,True,10.8,2,US 77;US 377,,"LINESTRING (-97.134013 33.207089, -97.1340539 33.2069981)"
81783350,7484343504,0,608839542,South Elm Street,primary,True,2.357,2,US 77;US 377,,"LINESTRING (-97.13393 33.20732, -97.1339373 33.2072997)"
81783352,7484343495,0,608839542,South Elm Street,primary,True,7.632,2,US 77;US 377,,"LINESTRING (-97.1339 33.20744, -97.1339178 33.207373)"
81783355,81783352,0,608839542,South Elm Street,primary,True,11.55,2,US 77;US 377,,"LINESTRING (-97.133871 33.207541, -97.1339 33.20744)"
81783357,81783355,0,608839542,South Elm Street,primary,True,26.432,2,US 77;US 377,,"LINESTRING (-97.133837 33.207777, -97.133871 33.207541)"
81783359,81783357,0,608839542,South Elm Street,primary,True,27.881,2,US 77;US 377,,"LINESTRING (-97.133814 33.208027, -97.133837 33.207777)"
81783361,81783359,0,608839542,South Elm Street,primary,True,23.573,2,US 77;US 377,,"LINESTRING (-97.133814 33.208239, -97.133814 33.208027)"
81783361,8863356485,0,934262074,Maple Street,residential,False,5.509,,,,"LINESTRING (-97.133814 33.208239, -97.1337548 33.20824)"
81783361,81800519,0,934262074,Maple Street,residential,False,85.22,,,,"LINESTRING (-97.133814 33.208239, -97.13473 33.20824)"
81783362,81783361,0,608839542,South Elm Street,primary,True,50.994,2,US 77;US 377,,"LINESTRING (-97.133786 33.208697, -97.133814 33.208239)"
81783364,81783362,0,608839542,South Elm Street,primary,True,54.822,2,US 77;US 377,,"LINESTRING (-97.13378 33.20919, -97.133786 33.208697)"
81783364,81870049,0,934262071,West Highland Street,residential,False,44.656,,,,"LINESTRING (-97.13378 33.20919, -97.13426 33.20919)"
81783366,6749104434,0,9973226,West Prairie Street,tertiary,False,67.266,,,,"LINESTRING (-97.13374 33.21071, -97.1344629 33.2107219)"
81783366,8863356477,0,9973226,West Prairie Street,tertiary,False,7.788,,,,"LINESTRING (-97.13374 33.21071, -97.1336563 33.2107087)"
81783366,6024531273,0,608839542,South Elm Street,primary,True,19.842,2,US 77;US 377,,"LINESTRING (-97.13374 33.21071, -97.1337447 33.2105316)"
81783367,81985016,0,9981879,Stroud Street,residential,False,57.587,,,,"LINESTRING (-97.13373 33.21156, -97.134349 33.211561)"
81783367,6024531276,0,608839542,South Elm Street,primary,True,52.62,2,US 77;US 377,,"LINESTRING (-97.13373 33.21156, -97.1337356 33.2110868)"
81783368,81783367,0,608839542,South Elm Street,primary,True,31.149,2,US 77;US 377,,"LINESTRING (-97.13372 33.21184, -97.13373 33.21156)"
81783370,8863362504,0,9982426,West Sycamore Street,tertiary,False,10.736,,,,"LINESTRING (-97.13371 33.212519, -97.1338254 33.21252)"
81783370,8863356488,0,9982426,West Sycamore Street,tertiary,False,9.09,,,,"LINESTRING (-97.13371 33.212519, -97.1336123 33.2125177)"
81783370,8863356448,0,608839542,South Elm Street,primary,True,7.884,2,US 77;US 377,,"LINESTRING (-97.13371 33.212519, -97.133711 33.2124481)"
81783373,6749443187,0,608839542,South Elm Street,primary,True,21.872,2,US 77;US 377,,"LINESTRING (-97.13371 33.21312, -97.13371 33.2129233)"
81783385,6749443190,0,521609568,West Mulberry Street,residential,False,80.573,,,,"LINESTRING (-97.1337 33.2135, -97.1328339 33.2135002)"
81783385,8863362502,0,521609568,West Mulberry Street,residential,False,12.991,,,,"LINESTRING (-97.1337 33.2135, -97.1338396 33.2135028)"
81783385,8863376221,0,608839542,South Elm Street,primary,True,5.728,2,US 77;US 377,,"LINESTRING (-97.1337 33.2135, -97.1337014 33.2134485)"
81783395,7832497615,0,9964897,West Walnut Street,residential,False,11.778,,,,"LINESTRING (-97.1336986 33.2139903, -97.1338252 33.2139898)"
81783395,7832497614,0,608839542,South Elm Street,primary,True,7.25,2,US 77;US 377,,"LINESTRING (-97.1336986 33.2139903, -97.1336988 33.2139251)"
81783397,6148153947,0,9962656,South Elm Street,primary,True,11.906,2,US 77;US 377,,"LINESTRING (-97.1336929 33.2145323, -97.1336977 33.2144253)"
81783397,6148153950,0,976535694,West Hickory Street,secondary,True,10.01,2,,20 mph,"LINESTRING (-97.1336929 33.2145323, -97.1335853 33.2145324)"
81783403,9562937295,0,9962657,South Elm Street,residential,False,6.55,,,,"LINESTRING (-97.1339039 33.2065024, -97.1339045 33.2064435)"
81783403,9562937257,0,28462426,Eagle Drive,primary,False,7.508,4,US 77;US 377,,"LINESTRING (-97.1339039 33.2065024, -97.1338232 33.2065023)"
81783403,9562937255,0,28462426,Eagle Drive,primary,False,20.32,4,US 77;US 377,,"LINESTRING (-97.1339039 33.2065024, -97.1341223 33.206501)"
81794112,6148153951,0,656309446,West Oak Street,secondary,True,12.389,2,,20 mph,"LINESTRING (-97.1336647 33.2155524, -97.1337978 33.2155561)"
81794112,6148153952,0,976725762,North Elm Street,primary,True,10.041,2,US 77;US 377,,"LINESTRING (-97.1336647 33.2155524, -97.1336647 33.2154621)"
81797221,8822900154,0,9973817,Bradley Street,residential,False,7.628,,,,"LINESTRING (-97.15398 33.21573, -97.1539791 33.2157986)"
81797223,8822903943,0,9972526,Miller Street,residential,False,7.096,,,,"LINESTRING (-97.15363 33.215719, -97.1536317 33.2156552)"
81797223,5082149922,0,152774059,West Oak Street,secondary,True,22.361,2,,,"LINESTRING (-97.15363 33.215719, -97.1538702 33.2157265)"
81797228,8822900152,0,9978824,Marietta Street,residential,False,8.084,,,,"LINESTRING (-97.15186 33.21571, -97.15186 33.2157827)"
81797228,81797223,0,152774059,West Oak Street,secondary,True,164.661,2,,,"LINESTRING (-97.15186 33.21571, -97.15363 33.215719)"
81797233,5213265710,0,152774059,West Oak Street,secondary,True,7.824,2,,,"LINESTRING (-97.150636 33.2157013, -97.1507201 33.2157019)"
81797233,1655564152,0,375216841,Jagoe Street,tertiary,False,6.553,4,,,"LINESTRING (-97.150636 33.2157013, -97.150611 33.2157564)"
81797233,1655564145,0,1047028708,Avenue C,tertiary,True,5.924,,,,"LINESTRING (-97.150636 33.2157013, -97.150661 33.2156523)"
81797235,6044016143,0,739641945,West Oak Street,secondary,True,17.557,3,,,"LINESTRING (-97.149916 33.21569, -97.1501047 33.215693)"
81797239,9540424006,0,9978970,North Avenue B,residential,False,8.519,,,,"LINESTRING (-97.1484182 33.2156963, -97.1484198 33.2156197)"
81797239,6044016162,0,739641944,West Oak Street,secondary,True,19.174,2,,,"LINESTRING (-97.1484182 33.2156963, -97.1486243 33.2156945)"
81797241,8863388279,0,9978657,Bryan Street,residential,False,8.74,,,,"LINESTRING (-97.14779 33.21569, -97.14779 33.2157686)"
81797241,6729436994,0,293940749,West Oak Street,secondary,True,11.332,2,,,"LINESTRING (-97.14779 33.21569, -97.1479118 33.2156912)"
81797247,8822904008,0,739625068,Fulton Street,tertiary,False,7.573,,,,"LINESTRING (-97.1435058 33.21568, -97.1435053 33.2157481)"
81797247,8859141973,0,1026483059,West Oak Street,secondary,True,6.763,2,,,"LINESTRING (-97.1435058 33.21568, -97.1435785 33.21568)"
81797250,8859141965,0,739625069,West Oak Street,secondary,True,30.319,2,,,"LINESTRING (-97.1430929 33.2156762, -97.1434188 33.2156792)"
81797252,81797250,0,739625069,West Oak Street,secondary,True,31.901,2,,,"LINESTRING (-97.14275 33.2156728, -97.1430929 33.2156762)"
81797253,9036760871,0,739625069,West Oak Street,secondary,True,11.733,2,,,"LINESTRING (-97.1419799 33.2156654, -97.142106 33.2156674)"
81797254,9042139701,0,739625069,West Oak Street,secondary,True,18.551,2,,,"LINESTRING (-97.141211 33.215658, -97.1414104 33.2156599)"
81797255,8822904006,0,9967447,Mounts Street,residential,False,7.784,,,,"LINESTRING (-97.140408 33.2156502, -97.1404073 33.2157202)"
81797255,81797254,0,739625069,West Oak Street,secondary,True,74.706,2,,,"LINESTRING (-97.140408 33.2156502, -97.141211 33.215658)"
81797256,81797255,0,739625069,West Oak Street,secondary,True,32.143,2,,,"LINESTRING (-97.1400625 33.2156469, -97.140408 33.2156502)"
81797257,9036760906,0,739625069,West Oak Street,secondary,True,27.361,2,,,"LINESTRING (-97.139672 33.2156431, -97.1399661 33.215646)"
81797258,8859155240,0,9971338,Denton Street,residential,False,7.574,,,,"LINESTRING (-97.139161 33.2156382, -97.1391596 33.2155701)"
81797258,8822904004,0,9971338,Denton Street,residential,False,7.692,,,,"LINESTRING (-97.139161 33.2156382, -97.1391571 33.2157073)"
81797258,8859155310,0,739625069,West Oak Street,secondary,True,5.991,2,,,"LINESTRING (-97.139161 33.2156382, -97.1392254 33.2156388)"
81797262,7830831193,0,260676685,North Carroll Boulevard,secondary,True,6.594,3,,,"LINESTRING (-97.13728 33.21562, -97.1372791 33.2155607)"
81797262,7830831195,0,974873274,West Oak Street,secondary,True,8.503,2,,,"LINESTRING (-97.13728 33.21562, -97.1373714 33.2156209)"
81797264,7830831192,0,9983708,North Carroll Boulevard,secondary,True,7.441,3,,,"LINESTRING (-97.1371555 33.2156218, -97.1371423 33.2156878)"
81797264,81797262,0,974873274,West Oak Street,secondary,True,11.584,2,,,"LINESTRING (-97.1371555 33.2156218, -97.13728 33.21562)"
81797266,7830831200,0,9974148,Piner Street,residential,False,7.37,,,,"LINESTRING (-97.1365244 33.2156153, -97.1365283 33.2155491)"
81797266,6021271429,0,656309441,West Oak Street,secondary,True,4.523,3,,20 mph,"LINESTRING (-97.1365244 33.2156153, -97.136573 33.2156163)"
81797271,7830824096,0,656309441,West Oak Street,secondary,True,53.902,3,,20 mph,"LINESTRING (-97.1351807 33.2156027, -97.1357601 33.2156065)"
81797271,7830824967,0,739625075,Bolivar Street,residential,False,8.152,,,,"LINESTRING (-97.1351807 33.2156027, -97.1351789 33.215676)"
81797274,7829607419,0,9981328,North Cedar Street,residential,False,9.307,,,,"LINESTRING (-97.1343068 33.2155704, -97.1343071 33.2154867)"
81797274,7829607416,0,9981328,North Cedar Street,residential,False,11.59,,,,"LINESTRING (-97.1343068 33.2155704, -97.1343036 33.2156746)"
81797274,7829607414,0,656309446,West Oak Street,secondary,True,8.159,2,,20 mph,"LINESTRING (-97.1343068 33.2155704, -97.1343945 33.2155714)"
81797279,6148153940,0,9974293,East Oak Street,secondary,False,11.156,2,,20 mph,"LINESTRING (-97.1324579 33.2155309, -97.132338 33.215529)"
81797279,6148153939,0,144867519,North Locust Street,primary,True,13.09,2,US 77;US 377,,"LINESTRING (-97.1324579 33.2155309, -97.1324516 33.2156485)"
81797279,6148153941,0,976725760,West Oak Street,secondary,True,11.109,2,,20 mph,"LINESTRING (-97.1324579 33.2155309, -97.1325773 33.2155323)"
81798223,8649501361,0,9979594,West Pecan Street,residential,False,61.477,,,,"LINESTRING (-97.1324396 33.2160725, -97.1331002 33.2160876)"
81800506,81706482,0,9964152,Maple Street,residential,False,36.326,,,,"LINESTRING (-97.1369833 33.2082597, -97.1373714 33.2082955)"
81800506,3037366941,0,934262074,Maple Street,residential,False,15.236,,,,"LINESTRING (-97.1369833 33.2082597, -97.13682 33.20827)"
81800506,81804749,0,934262075,Carroll Boulevard,secondary,True,42.572,3,,,"LINESTRING (-97.1369833 33.2082597, -97.1368613 33.2078907)"
81800511,81907777,0,9973807,Pierce Street,residential,False,46.517,,,,"LINESTRING (-97.13567 33.20826, -97.13565 33.208678)"
81800511,81800514,0,934262074,Maple Street,residential,False,39.045,,,,"LINESTRING (-97.13567 33.20826, -97.135251 33.20824)"
81800511,3037366942,0,934262074,Maple Street,residential,False,56.752,,,,"LINESTRING (-97.13567 33.20826, -97.13628 33.20826)"
81800514,81800517,0,934262074,Maple Street,residential,False,22.422,,,,"LINESTRING (-97.135251 33.20824, -97.13501 33.20824)"
81800514,81800511,0,934262074,Maple Street,residential,False,39.045,,,,"LINESTRING (-97.135251 33.20824, -97.13567 33.20826)"
81800517,9562937241,0,9974225,Myrtle Street,residential,False,94.978,,,,"LINESTRING (-97.13501 33.20824, -97.1350295 33.207386)"
81800517,81800519,0,934262074,Maple Street,residential,False,26.05,,,,"LINESTRING (-97.13501 33.20824, -97.13473 33.20824)"
81800517,81800514,0,934262074,Maple Street,residential,False,22.422,,,,"LINESTRING (-97.13501 33.20824, -97.135251 33.20824)"
81800519,81911872,0,9974224,Myrtle Street,residential,False,39.143,,,,"LINESTRING (-97.13473 33.20824, -97.134698 33.208591)"
81800519,81783361,0,934262074,Maple Street,residential,False,85.22,,,,"LINESTRING (-97.13473 33.20824, -97.133814 33.208239)"
81800519,81800517,0,934262074,Maple Street,residential,False,26.05,,,,"LINESTRING (-97.13473 33.20824, -97.13501 33.20824)"
81800520,81946702,0,9977716,South Locust Street,primary,True,30.023,3,US 77;US 377,,"LINESTRING (-97.13251 33.20826, -97.13251 33.20853)"
81800520,6046792084,0,934262074,Maple Street,residential,False,51.775,,,,"LINESTRING (-97.13251 33.20826, -97.1330664 33.208251)"
81800552,3013639978,0,9964156,Maple Street,residential,False,43.002,,,,"LINESTRING (-97.14152 33.20818, -97.1419822 33.2081829)"
81800552,6465288428,0,9973983,Bernard Street,tertiary,False,8.918,,,,"LINESTRING (-97.14152 33.20818, -97.14152 33.2080998)"
81800552,7298702165,0,9973983,Bernard Street,tertiary,False,30.571,,,,"LINESTRING (-97.14152 33.20818, -97.1415151 33.2084549)"
81800556,5791317356,0,9964156,Maple Street,residential,False,11.251,,,,"LINESTRING (-97.1443856 33.2082191, -97.1442647 33.2082169)"
81800556,8860768031,0,365519037,Maple Street,unclassified,True,10.625,,,,"LINESTRING (-97.1443856 33.2082191, -97.1444998 33.2082192)"
81800556,5791317357,0,521609562,South Welch Street,unclassified,False,9.283,,,30 mph,"LINESTRING (-97.1443856 33.2082191, -97.1443901 33.2081357)"
81800556,8860768030,0,739641953,South Welch Street,unclassified,False,11.175,,,30 mph,"LINESTRING (-97.1443856 33.2082191, -97.1443864 33.2083196)"
81800559,2996260113,0,365519037,Maple Street,unclassified,True,18.534,,,,"LINESTRING (-97.1448377 33.2082231, -97.1450369 33.2082248)"
81800560,8860768038,0,9975998,Central Avenue,unclassified,False,9.652,,,,"LINESTRING (-97.1452799 33.208227, -97.1452812 33.2081402)"
81800560,9532608571,0,9975998,Central Avenue,unclassified,False,9.621,,,,"LINESTRING (-97.1452799 33.208227, -97.1452774 33.2083135)"
81800560,81800561,0,365519037,Maple Street,unclassified,True,50.995,,,,"LINESTRING (-97.1452799 33.208227, -97.145828 33.2082318)"
81800561,81800563,0,365519037,Maple Street,unclassified,True,8.56,,,,"LINESTRING (-97.145828 33.2082318, -97.14592 33.2082326)"
81800563,9532608562,0,365519037,Maple Street,unclassified,True,12.858,,,,"LINESTRING (-97.14592 33.2082326, -97.1460582 33.2082338)"
81800565,8448193258,0,739641952,Maple Street,unclassified,True,16.337,,,,"LINESTRING (-97.146187 33.2082349, -97.1463626 33.2082356)"
81800565,5075741850,0,966597112,Avenue A,unclassified,False,12.321,,,,"LINESTRING (-97.146187 33.2082349, -97.146237 33.2083375)"
81800565,5734614898,0,966597112,Avenue A,unclassified,False,7.254,,,,"LINESTRING (-97.146187 33.2082349, -97.1461468 33.208179)"
81800567,5075741921,0,150153956,Maple Street,unclassified,True,90.778,,,,"LINESTRING (-97.1475164 33.2082429, -97.1484921 33.2082495)"
81800571,5742790022,0,9970018,South Avenue B,residential,False,6.706,,,,"LINESTRING (-97.14854 33.20825, -97.1485409 33.2081897)"
81800571,5060968117,0,150153956,Maple Street,unclassified,True,16.496,,,,"LINESTRING (-97.14854 33.20825, -97.1487173 33.2082517)"
81800573,5074760679,0,9980856,Avenue C,tertiary,True,72.043,,,,"LINESTRING (-97.150665 33.208269, -97.1506784 33.2089168)"
81800573,2631862639,0,739641951,Maple Street,unclassified,True,11.315,,,,"LINESTRING (-97.150665 33.208269, -97.1507866 33.208271)"
81800581,5733427712,0,9980865,Avenue D,unclassified,True,4.342,,,,"LINESTRING (-97.1529229 33.208302, -97.1529443 33.2083367)"
81804651,7830816034,0,521609569,West Hickory Street,secondary,True,8.627,3,,20 mph,"LINESTRING (-97.137115 33.2145737, -97.1370223 33.2145715)"
81804651,7830816038,0,974877720,North Carroll Boulevard,secondary,True,7.528,3,,,"LINESTRING (-97.137115 33.2145737, -97.1371149 33.2146414)"
81804653,7830824126,0,521609568,West Mulberry Street,residential,False,6.329,,,,"LINESTRING (-97.1371354 33.2135216, -97.1370674 33.2135199)"
81804653,7830824127,0,521609573,Carroll Boulevard,secondary,True,6.942,3,,,"LINESTRING (-97.1371354 33.2135216, -97.137133 33.213584)"
81804653,81895639,0,942213964,West Mulberry Street,residential,False,5.638,,,,"LINESTRING (-97.1371354 33.2135216, -97.137196 33.213521)"
81804657,8863356444,0,9981879,Stroud Street,residential,False,6.065,,,,"LINESTRING (-97.137151 33.211596, -97.1370861 33.2115908)"
81804657,81985010,0,9981879,Stroud Street,residential,False,7.463,,,,"LINESTRING (-97.137151 33.211596, -97.137231 33.211591)"
81804657,9021660779,0,589767597,Carroll Boulevard,secondary,True,46.959,3,,,"LINESTRING (-97.137151 33.211596, -97.1371551 33.2120183)"
81804661,3037366531,0,589767597,Carroll Boulevard,secondary,True,34.594,3,,,"LINESTRING (-97.13716 33.210399, -97.13715 33.21071)"
81804663,81804661,0,589767597,Carroll Boulevard,secondary,True,15.595,3,,,"LINESTRING (-97.13717 33.210259, -97.13716 33.210399)"
81804665,81804663,0,589767597,Carroll Boulevard,secondary,True,47.814,3,,,"LINESTRING (-97.13717 33.209829, -97.13717 33.210259)"
81804667,81804665,0,589767597,Carroll Boulevard,secondary,True,40.016,3,,,"LINESTRING (-97.13714 33.20947, -97.13717 33.209829)"
81804669,8863356508,0,589767597,Carroll Boulevard,secondary,True,6.213,3,,,"LINESTRING (-97.13709 33.20915, -97.1370987 33.2092054)"
81804669,6316752015,0,934262071,West Highland Street,residential,False,20.849,,,,"LINESTRING (-97.13709 33.20915, -97.1368659 33.2091505)"
81804669,81870035,0,934262071,West Highland Street,residential,False,7.371,,,,"LINESTRING (-97.13709 33.20915, -97.137169 33.209145)"
81804671,81804669,0,589767597,Carroll Boulevard,secondary,True,23.792,3,,,"LINESTRING (-97.137041 33.20894, -97.13709 33.20915)"
81804673,81804671,0,589767597,Carroll Boulevard,secondary,True,34.437,3,,,"LINESTRING (-97.136959 33.208638, -97.137041 33.20894)"
81804675,3037366941,0,589767597,Carroll Boulevard,secondary,True,16.136,3,,,"LINESTRING (-97.136779 33.208129, -97.13682 33.20827)"
81804676,81804675,0,589767597,Carroll Boulevard,secondary,True,15.023,3,,,"LINESTRING (-97.136731 33.208, -97.136779 33.208129)"
81804692,81804676,0,589767597,Carroll Boulevard,secondary,True,47.825,3,,,"LINESTRING (-97.136638 33.207577, -97.136731 33.208)"
81804694,81804692,0,589767597,Carroll Boulevard,secondary,True,21.839,3,,,"LINESTRING (-97.13661 33.207382, -97.136638 33.207577)"
81804695,81804694,0,589767597,Carroll Boulevard,secondary,True,21.541,3,,,"LINESTRING (-97.13659 33.207189, -97.13661 33.207382)"
81804696,6041354011,0,589767597,Carroll Boulevard,secondary,True,7.269,3,,,"LINESTRING (-97.136579 33.20712, -97.1365884 33.2071849)"
81804697,81804757,0,520717542,Eagle Drive,tertiary,False,15.316,,,,"LINESTRING (-97.13655 33.20651, -97.1367146 33.2065076)"
81804697,9562937211,0,589767596,Eagle Drive,tertiary,False,8.429,,,,"LINESTRING (-97.13655 33.20651, -97.1364594 33.2065096)"
81804697,9562937207,0,589767597,Carroll Boulevard,secondary,True,13.209,3,,,"LINESTRING (-97.13655 33.20651, -97.1365556 33.2066287)"
81804698,9562937203,0,9964499,Carroll Boulevard,secondary,True,21.992,3,,,"LINESTRING (-97.136507 33.206167, -97.1365317 33.2063637)"
81804711,7830816039,0,9964502,Carroll Boulevard,secondary,True,7.506,3,,,"LINESTRING (-97.1372635 33.2145726, -97.1372645 33.2145051)"
81804711,81804651,0,365519043,West Hickory Street,secondary,True,13.815,,,,"LINESTRING (-97.1372635 33.2145726, -97.137115 33.2145737)"
81804717,81804719,0,942213966,Carroll Boulevard,secondary,True,60.04,4,,,"LINESTRING (-97.137274 33.2130989, -97.137283 33.212559)"
81804719,8863362421,0,942213967,West Sycamore Street,unclassified,False,8.038,,,,"LINESTRING (-97.137283 33.212559, -97.1373694 33.2125596)"
81804719,8725076705,0,942213968,Carroll Boulevard,secondary,True,45.027,3,,,"LINESTRING (-97.137283 33.212559, -97.1372895 33.2121541)"
81804719,3037366933,0,974877734,West Sycamore Street,tertiary,False,10.615,,,,"LINESTRING (-97.137283 33.212559, -97.1371689 33.2125595)"
81804721,8593961396,0,942213969,Carroll Boulevard,secondary,True,4.192,4,,,"LINESTRING (-97.1372916 33.2120241, -97.1372922 33.2119864)"
81804723,81985010,0,9981879,Stroud Street,residential,False,6.298,,,,"LINESTRING (-97.1372987 33.211591, -97.137231 33.211591)"
81804723,81804725,0,942213970,Carroll Boulevard,secondary,True,18.015,3,,,"LINESTRING (-97.1372987 33.211591, -97.1373013 33.211429)"
81804725,5970979800,0,942213970,Carroll Boulevard,secondary,True,44.126,3,,,"LINESTRING (-97.1373013 33.211429, -97.1373078 33.2110322)"
81804729,5970979795,0,942215785,Carroll Boulevard,secondary,True,12.832,3,,,"LINESTRING (-97.13731 33.21022, -97.1373182 33.2101048)"
81804736,81804737,0,632371013,Carroll Boulevard,secondary,True,14.48,4,,,"LINESTRING (-97.137289 33.20951, -97.13728 33.20938)"
81804737,8863356509,0,632371013,Carroll Boulevard,secondary,True,19.47,4,,,"LINESTRING (-97.13728 33.20938, -97.1372546 33.2092062)"
81804741,81804743,0,934262072,Carroll Boulevard,secondary,True,16.911,3,,,"LINESTRING (-97.1372033 33.2089897, -97.1371733 33.2088397)"
81804743,8658922926,0,934262072,Carroll Boulevard,secondary,True,8.953,3,,,"LINESTRING (-97.1371733 33.2088397, -97.1371468 33.2087623)"
81804745,81804746,0,934262073,Carroll Boulevard,secondary,True,14.972,4,,,"LINESTRING (-97.1371253 33.2086997, -97.137078 33.208571)"
81804746,81804748,0,934262073,Carroll Boulevard,secondary,True,8.25,4,,,"LINESTRING (-97.137078 33.208571, -97.1370643 33.2084977)"
81804748,1439907552,0,934262073,Carroll Boulevard,secondary,True,4.094,4,,,"LINESTRING (-97.1370643 33.2084977, -97.1370522 33.2084623)"
81804749,81804751,0,934262075,Carroll Boulevard,secondary,True,12.705,3,,,"LINESTRING (-97.1368613 33.2078907, -97.1368343 33.2077787)"
81804751,81804753,0,934262075,Carroll Boulevard,secondary,True,65.091,3,,,"LINESTRING (-97.1368343 33.2077787, -97.1367313 33.2071997)"
81804753,81804755,0,934262075,Carroll Boulevard,secondary,True,13.475,3,,,"LINESTRING (-97.1367313 33.2071997, -97.1367233 33.2070787)"
81804755,8658922927,0,934262075,Carroll Boulevard,secondary,True,3.08,3,,,"LINESTRING (-97.1367233 33.2070787, -97.1367228 33.207051)"
81804757,81804697,0,520717542,Eagle Drive,tertiary,False,15.316,,,,"LINESTRING (-97.1367146 33.2065076, -97.13655 33.20651)"
81804757,9562937206,0,521609571,Eagle Drive,tertiary,False,12.349,,,,"LINESTRING (-97.1367146 33.2065076, -97.1368473 33.20651)"
81804757,9562937204,0,589767595,Carroll Boulevard,secondary,True,15.98,3,,,"LINESTRING (-97.1367146 33.2065076, -97.1366882 33.2063656)"
81809227,7832497624,0,9964897,West Walnut Street,residential,False,6.513,,,,"LINESTRING (-97.1343172 33.2139959, -97.1342472 33.2139948)"
81809227,2657916016,0,9972057,South Cedar Street,residential,False,17.95,,,,"LINESTRING (-97.1343172 33.2139959, -97.1343207 33.2138345)"
81809227,7830733375,0,9972057,South Cedar Street,residential,False,48.673,,,,"LINESTRING (-97.1343172 33.2139959, -97.1343115 33.2144336)"
81811759,8863376228,0,9965174,East Mulberry Street,residential,False,10.029,,,,"LINESTRING (-97.1324795 33.2135003, -97.1323717 33.2134991)"
81811759,8863356460,0,521609568,West Mulberry Street,residential,False,9.954,,,,"LINESTRING (-97.1324795 33.2135003, -97.1325865 33.2135003)"
81811759,7832497594,0,521609576,South Locust Street,primary,True,45.558,3,US 77;US 377,,"LINESTRING (-97.1324795 33.2135003, -97.1324757 33.21391)"
81818242,81818246,0,9965740,Eagle Drive,tertiary,False,10.37,,,,"LINESTRING (-97.1537069 33.2064453, -97.1536365 33.2065176)"
81818242,5213265702,0,62049255,North Texas Boulevard,tertiary,True,8.962,2,,,"LINESTRING (-97.1537069 33.2064453, -97.1536306 33.2063961)"
81818246,81818242,0,9965740,Eagle Drive,tertiary,False,10.37,,,,"LINESTRING (-97.1536365 33.2065176, -97.1537069 33.2064453)"
81818246,5213265715,0,365519034,Eagle Drive,tertiary,False,8.775,,,,"LINESTRING (-97.1536365 33.2065176, -97.1535786 33.2065799)"
81818246,3763123810,0,365519038,North Texas Boulevard,tertiary,True,10.458,2,,,"LINESTRING (-97.1536365 33.2065176, -97.1537292 33.2065708)"
81818248,81818250,0,365519034,Eagle Drive,tertiary,False,11.368,,,,"LINESTRING (-97.153502 33.206642, -97.153399 33.206697)"
81818248,5213265715,0,365519034,Eagle Drive,tertiary,False,9.923,,,,"LINESTRING (-97.153502 33.206642, -97.1535786 33.2065799)"
81818250,2970522615,0,365519034,Eagle Drive,tertiary,False,5.225,,,,"LINESTRING (-97.153399 33.206697, -97.1533487 33.2067179)"
81818250,81818248,0,365519034,Eagle Drive,tertiary,False,11.368,,,,"LINESTRING (-97.153399 33.206697, -97.153502 33.206642)"
81818252,81818254,0,365519034,Eagle Drive,tertiary,False,9.811,,,,"LINESTRING (-97.153315 33.206732, -97.153215 33.20676)"
81818252,2970522615,0,365519034,Eagle Drive,tertiary,False,3.506,,,,"LINESTRING (-97.153315 33.206732, -97.1533487 33.2067179)"
