osmid,y,x,ref,highway,street_count,geometry
9021660778,33.2126892,-97.137147,,,2,POINT (-97.137147 33.2126892)
9021660779,33.2120183,-97.1371551,,,2,POINT (-97.1371551 33.2120183)
9021660780,33.2121667,-97.1371717,,,2,POINT (-97.1371717 33.2121667)
9029256999,33.2146391,-97.1449333,,,2,POINT (-97.1449333 33.2146391)
9033084820,33.2156789,-97.1450998,,,2,POINT (-97.1450998 33.2156789)
9033084822,33.2156801,-97.1448554,,,2,POINT (-97.1448554 33.2156801)
9036693229,33.2104056,-97.1432903,,,2,POINT (-97.1432903 33.2104056)
9036693234,33.210409,-97.1435386,,,2,POINT (-97.1435386 33.210409)
9036693260,33.210399,-97.1428207,,,2,POINT (-97.1428207 33.210399)
9036693267,33.2103963,-97.1426358,,,2,POINT (-97.1426358 33.2103963)
9036693276,33.2103931,-97.1424123,,,2,POINT (-97.1424123 33.2103931)
9036697799,33.2146317,-97.143688,,,2,POINT (-97.143688 33.2146317)
9036701382,33.2126028,-97.142782,,,2,POINT (-97.142782 33.2126028)
9036701404,33.2126601,-97.1505212,,,2,POINT (-97.1505212 33.2126601)
9036760834,33.2146264,-97.1428201,,,2,POINT (-97.1428201 33.2146264)
9036760867,33.2151572,-97.1442361,,,2,POINT (-97.1442361 33.2151572)
9036760871,33.2156674,-97.142106,,,2,POINT (-97.142106 33.2156674)
9036760906,33.215646,-97.1399661,,,2,POINT (-97.1399661 33.215646)
9036760936,33.2156406,-97.1394094,,,2,POINT (-97.1394094 33.2156406)
9036760951,33.2145898,-97.1389035,,,2,POINT (-97.1389035 33.2145898)
9038436816,33.2143619,-97.1324718,,,2,POINT (-97.1324718 33.2143619)
9038443917,33.2140834,-97.1324722,,,2,POINT (-97.1324722 33.2140834)
9038443918,33.2155334,-97.1326351,,,2,POINT (-97.1326351 33.2155334)
9038443919,33.2155489,-97.1334769,,,2,POINT (-97.1334769 33.2155489)
9038443920,33.2154123,-97.1336661,,,2,POINT (-97.1336661 33.2154123)
9038443921,33.2146932,-97.1336868,,,2,POINT (-97.1336868 33.2146932)
9042125168,33.2146012,-97.1399715,,,2,POINT (-97.1399715 33.2146012)
9042125171,33.2145998,-97.1398453,,,2,POINT (-97.1398453 33.2145998)
9042125180,33.2145943,-97.1393581,,,2,POINT (-97.1393581 33.2145943)
9042139698,33.2156708,-97.1425097,,,2,POINT (-97.1425097 33.2156708)
9042139701,33.2156599,-97.1414104,,,2,POINT (-97.1414104 33.2156599)
9042139704,33.2146115,-97.1408707,,,2,POINT (-97.1408707 33.2146115)
9042139706,33.2146048,-97.1402861,,,2,POINT (-97.1402861 33.2146048)
9042139713,33.2146095,-97.1407002,,,2,POINT (-97.1407002 33.2146095)
9042139718,33.214619,-97.1416102,,,2,POINT (-97.1416102 33.214619)
9042139721,33.2146212,-97.1419714,,,2,POINT (-97.1419714 33.2146212)
9042139786,33.2163195,-97.1420917,,,2,POINT (-97.1420917 33.2163195)
9042173427,33.2105688,-97.1239031,,,2,POINT (-97.1239031 33.2105688)
9042173432,33.2105737,-97.1243701,,,2,POINT (-97.1243701 33.2105737)
9042260184,33.2188612,-97.1556379,,,2,POINT (-97.1556379 33.2188612)
9183679974,33.2156182,-97.1368915,,,2,POINT (-97.1368915 33.2156182)
9183683831,33.2146414,-97.1455271,,,2,POINT (-97.1455271 33.2146414)
9375732066,33.2067036,-97.1474783,,,2,POINT (-97.1474783 33.2067036)
9375732067,33.2066989,-97.1471416,,,2,POINT (-97.1471416 33.2066989)
9383265701,33.2138249,-97.1282459,,,2,POINT (-97.1282459 33.2138249)
9383265704,33.2137735,-97.1282462,,,2,POINT (-97.1282462 33.2137735)
9383265706,33.2137221,-97.1282465,,,2,POINT (-97.1282465 33.2137221)
9383265708,33.2136863,-97.1282466,,,2,POINT (-97.1282466 33.2136863)
9383265710,33.2136395,-97.1282469,,,2,POINT (-97.1282469 33.2136395)
9385575180,33.2252878,-97.1605677,,,2,POINT (-97.1605677 33.2252878)
9385619524,33.2249357,-97.1611705,,,2,POINT (-97.1611705 33.2249357)
9385619533,33.2246797,-97.1611796,,,2,POINT (-97.1611796 33.2246797)
9385619540,33.2244134,-97.1611891,,,2,POINT (-97.1611891 33.2244134)
9385619545,33.2238629,-97.1607859,,,2,POINT (-97.1607859 33.2238629)
9385619556,33.2234416,-97.1612198,,,2,POINT (-97.1612198 33.2234416)
9385619566,33.2231697,-97.161227,,,2,POINT (-97.161227 33.2231697)
9385619575,33.2228969,-97.1612343,,,2,POINT (-97.1612343 33.2228969)
9385619578,33.2227215,-97.1612389,,,2,POINT (-97.1612389 33.2227215)
9385619581,33.2226461,-97.1612409,,,2,POINT (-97.1612409 33.2226461)
9385619585,33.2224476,-97.1612462,,,2,POINT (-97.1612462 33.2224476)
9385634030,33.2216068,-97.1612672,,,2,POINT (-97.1612672 33.2216068)
9385634032,33.2215145,-97.1598981,,,2,POINT (-97.1598981 33.2215145)
9385634041,33.2217362,-97.1591019,,,2,POINT (-97.1591019 33.2217362)
9385634045,33.2217354,-97.1590565,,,2,POINT (-97.1590565 33.2217354)
9385634052,33.2217556,-97.1603382,,,2,POINT (-97.1603382 33.2217556)
9385634055,33.2219417,-97.1598866,,,2,POINT (-97.1598866 33.2219417)
9385634056,33.2216255,-97.1598949,,,2,POINT (-97.1598949 33.2216255)
9385634057,33.2218491,-97.1586681,,,2,POINT (-97.1586681 33.2218491)
9385634062,33.2228795,-97.1598637,,,2,POINT (-97.1598637 33.2228795)
9385634064,33.2226237,-97.15987,,,2,POINT (-97.15987 33.2226237)
9422145796,33.2249543,-97.1497918,,,2,POINT (-97.1497918 33.2249543)
9463453103,33.224086,-97.1473301,,crossing,2,POINT (-97.1473301 33.224086)
9502611051,33.2203511,-97.1403822,,crossing,2,POINT (-97.1403822 33.2203511)
9502612885,33.2193407,-97.1397328,,crossing,2,POINT (-97.1397328 33.2193407)
9502612889,33.2179559,-97.1404602,,crossing,2,POINT (-97.1404602 33.2179559)
9502612898,33.2176577,-97.1403774,,,2,POINT (-97.1403774 33.2176577)
9504343720,33.2234068,-97.1434367,,crossing,2,POINT (-97.1434367 33.2234068)
9504343739,33.2224102,-97.1434424,,crossing,2,POINT (-97.1434424 33.2224102)
9504343744,33.2214128,-97.1434883,,crossing,2,POINT (-97.1434883 33.2214128)
9504343749,33.2234944,-97.1433223,,crossing,2,POINT (-97.1433223 33.2234944)
9504590079,33.2245877,-97.1432844,,crossing,2,POINT (-97.1432844 33.2245877)
9504653026,33.2160414,-97.1191299,,crossing,2,POINT (-97.1191299 33.2160414)
9504653105,33.2163081,-97.1248387,,crossing,2,POINT (-97.1248387 33.2163081)
9504677123,33.2186458,-97.1220956,,,1,POINT (-97.1220956 33.2186458)
9504677124,33.2222735,-97.1216227,,,2,POINT (-97.1216227 33.2222735)
9504677125,33.2204005,-97.1221904,,,2,POINT (-97.1221904 33.2204005)
9504686040,33.2161938,-97.1214294,,crossing,2,POINT (-97.1214294 33.2161938)
9504686053,33.2161667,-97.1202469,,crossing,2,POINT (-97.1202469 33.2161667)
9513229510,33.2071963,-97.1507885,,,2,POINT (-97.1507885 33.2071963)
9513229511,33.2070274,-97.1507899,,,2,POINT (-97.1507899 33.2070274)
9513905170,33.2060689,-97.1241088,,,2,POINT (-97.1241088 33.2060689)
9513905172,33.2071776,-97.1255614,,,2,POINT (-97.1255614 33.2071776)
9513905182,33.2081624,-97.1239608,,,2,POINT (-97.1239608 33.2081624)
9513905183,33.20816,-97.1237218,,,2,POINT (-97.1237218 33.20816)
9513905185,33.20816,-97.123063,,,2,POINT (-97.123063 33.20816)
9513905190,33.208154,-97.1225245,,,2,POINT (-97.1225245 33.208154)
9513953287,33.2064228,-97.1241527,,crossing,2,POINT (-97.1241527 33.2064228)
9513958626,33.2082123,-97.1215829,,crossing,2,POINT (-97.1215829 33.2082123)
9527715638,33.2262194,-97.1272343,,,2,POINT (-97.1272343 33.2262194)
9527771321,33.2254489,-97.1261582,,,2,POINT (-97.1261582 33.2254489)
9530423835,33.2067101,-97.1518608,,crossing,2,POINT (-97.1518608 33.2067101)
9530423881,33.2067789,-97.1508685,,crossing,2,POINT (-97.1508685 33.2067789)
9532490888,33.2092269,-97.1452609,,crossing,2,POINT (-97.1452609 33.2092269)
9532532186,33.2093474,-97.1414989,,crossing,2,POINT (-97.1414989 33.2093474)
9532532187,33.2092175,-97.1415013,,crossing,2,POINT (-97.1415013 33.2092175)
9532532188,33.2092911,-97.1415944,,crossing,2,POINT (-97.1415944 33.2092911)
9532532189,33.2092889,-97.1414378,,crossing,2,POINT (-97.1414378 33.2092889)
9532532208,33.2093124,-97.1434388,,,2,POINT (-97.1434388 33.2093124)
9532533135,33.2102887,-97.1414817,,,2,POINT (-97.1414817 33.2102887)
9532533136,33.210382,-97.1416196,,,2,POINT (-97.1416196 33.210382)
9532540519,33.2093226,-97.1444895,,crossing,2,POINT (-97.1444895 33.2093226)
9532540520,33.2094251,-97.1443723,,crossing,2,POINT (-97.1443723 33.2094251)
9532540521,33.2093218,-97.1442544,,crossing,2,POINT (-97.1442544 33.2093218)
9532540522,33.2092222,-97.1443733,,crossing,2,POINT (-97.1443733 33.2092222)
9532548563,33.210385,-97.1418388,,,2,POINT (-97.1418388 33.210385)
9532548564,33.2103887,-97.142104,,,2,POINT (-97.142104 33.2103887)
9532548565,33.2103926,-97.1423786,,,2,POINT (-97.1423786 33.2103926)
9532564782,33.2115237,-97.1442411,,crossing,2,POINT (-97.1442411 33.2115237)
9532608562,33.2082338,-97.1460582,,crossing,2,POINT (-97.1460582 33.2082338)
9532608571,33.2083135,-97.1452774,,crossing,2,POINT (-97.1452774 33.2083135)
9532608572,33.2082265,-97.1452248,,crossing,2,POINT (-97.1452248 33.2082265)
9537303501,33.207063,-97.1415321,,,2,POINT (-97.1415321 33.207063)
9539287294,33.2146032,-97.1528758,,crossing,2,POINT (-97.1528758 33.2146032)
9539287299,33.2147467,-97.1536618,,crossing,2,POINT (-97.1536618 33.2147467)
9540212029,33.2126053,-97.1528927,,crossing,2,POINT (-97.1528927 33.2126053)
9540424006,33.2156197,-97.1484198,,crossing,2,POINT (-97.1484198 33.2156197)
9540424008,33.2092888,-97.1402215,,crossing,2,POINT (-97.1402215 33.2092888)
9540501634,33.2197253,-97.1498566,,crossing,2,POINT (-97.1498566 33.2197253)
9540501635,33.2205502,-97.1498354,,crossing,2,POINT (-97.1498354 33.2205502)
9540501640,33.2205454,-97.1494375,,,2,POINT (-97.1494375 33.2205454)
9540501664,33.2146605,-97.1483563,,crossing,2,POINT (-97.1483563 33.2146605)
9540501665,33.2145939,-97.1484361,,crossing,2,POINT (-97.1484361 33.2145939)
9540501669,33.2146603,-97.1485285,,crossing,2,POINT (-97.1485285 33.2146603)
9540501670,33.2147304,-97.1484345,,crossing,2,POINT (-97.1484345 33.2147304)
9540501686,33.2146895,-97.1550555,,crossing,2,POINT (-97.1550555 33.2146895)
9540501687,33.2147485,-97.1549703,,crossing,2,POINT (-97.1549703 33.2147485)
9540501688,33.2148282,-97.1550539,,crossing,2,POINT (-97.1550539 33.2148282)
9540501689,33.2147537,-97.1551521,,crossing,2,POINT (-97.1551521 33.2147537)
9545326164,33.2093874,-97.1538242,,,2,POINT (-97.1538242 33.2093874)
9545357954,33.2093537,-97.1500453,,,2,POINT (-97.1500453 33.2093537)
9546840640,33.2104655,-97.150769,,,2,POINT (-97.150769 33.2104655)
9546840643,33.210626,-97.1506691,,crossing,2,POINT (-97.1506691 33.210626)
9546840644,33.2106267,-97.150767,,crossing,2,POINT (-97.150767 33.2106267)
9547025378,33.211661,-97.1528922,,crossing,2,POINT (-97.1528922 33.211661)
9547025491,33.2115612,-97.1528438,,crossing,2,POINT (-97.1528438 33.2115612)
9547025495,33.2115612,-97.1530798,,crossing,2,POINT (-97.1530798 33.2115612)
9547025496,33.211561,-97.1533804,,,2,POINT (-97.1533804 33.211561)
9547064585,33.2121053,-97.1507502,,,2,POINT (-97.1507502 33.2121053)
9547159268,33.2123845,-97.1506461,,,2,POINT (-97.1506461 33.2123845)
9547159286,33.2126882,-97.1534223,,,2,POINT (-97.1534223 33.2126882)
9549756507,33.2137901,-97.1613383,,crossing,2,POINT (-97.1613383 33.2137901)
9549816859,33.2067751,-97.1506388,,crossing,2,POINT (-97.1506388 33.2067751)
9549837345,33.21183,-97.161357,,crossing,2,POINT (-97.161357 33.21183)
9549837372,33.2128117,-97.1613418,,crossing,2,POINT (-97.1613418 33.2128117)
9549837391,33.212899,-97.1597843,,crossing,2,POINT (-97.1597843 33.212899)
9550114402,33.2263936,-97.1284512,,crossing,2,POINT (-97.1284512 33.2263936)
9552200194,33.2256205,-97.1299474,,crossing,2,POINT (-97.1299474 33.2256205)
9552202431,33.2262807,-97.1299271,,crossing,2,POINT (-97.1299271 33.2262807)
9552202436,33.2261102,-97.1299325,,,2,POINT (-97.1299325 33.2261102)
9552202439,33.2263886,-97.1298046,,crossing,2,POINT (-97.1298046 33.2263886)
9552202461,33.2263648,-97.1286251,,crossing,2,POINT (-97.1286251 33.2263648)
9552202462,33.2263705,-97.1285579,,,2,POINT (-97.1285579 33.2263705)
9552277681,33.2242389,-97.1282105,,,2,POINT (-97.1282105 33.2242389)
9552277683,33.2242961,-97.1282267,,,2,POINT (-97.1282267 33.2242961)
9553455315,33.2245082,-97.128004,,,2,POINT (-97.128004 33.2245082)
9553493457,33.2264,-97.1273198,,crossing,2,POINT (-97.1273198 33.2264)
9553493467,33.2241421,-97.12788,,,2,POINT (-97.12788 33.2241421)
9553555157,33.224562,-97.1335804,,crossing,2,POINT (-97.1335804 33.224562)
9553555158,33.22446,-97.1335808,,crossing,2,POINT (-97.1335808 33.22446)
9553555159,33.22451,-97.1336904,,crossing,2,POINT (-97.1336904 33.22451)
9553555160,33.2245093,-97.1334714,,crossing,2,POINT (-97.1334714 33.2245093)
9553555338,33.2235301,-97.1300829,,crossing,2,POINT (-97.1300829 33.2235301)
9553555353,33.2235406,-97.1310647,,crossing,2,POINT (-97.1310647 33.2235406)
9553555354,33.2234729,-97.1311265,,crossing,2,POINT (-97.1311265 33.2234729)
9553907963,33.2251178,-97.1322608,,crossing,2,POINT (-97.1322608 33.2251178)
9553907964,33.225228,-97.1322591,,crossing,2,POINT (-97.1322591 33.225228)
9553918506,33.2255595,-97.1310453,,crossing,2,POINT (-97.1310453 33.2255595)
9553918510,33.2245677,-97.132267,,,2,POINT (-97.132267 33.2245677)
9553918513,33.2244011,-97.1322682,,,2,POINT (-97.1322682 33.2244011)
9553927418,33.2244952,-97.1323635,,crossing,2,POINT (-97.1323635 33.2244952)
9553927426,33.2236179,-97.1322711,,crossing,2,POINT (-97.1322711 33.2236179)
9558335643,33.2063478,-97.1320371,,crossing,2,POINT (-97.1320371 33.2063478)
9558335644,33.2064548,-97.1319784,,crossing,2,POINT (-97.1319784 33.2064548)
9558335645,33.2066371,-97.1318788,,crossing,2,POINT (-97.1318788 33.2066371)
9558340375,33.2063508,-97.1240708,,crossing,2,POINT (-97.1240708 33.2063508)
9562931565,33.2064517,-97.1378911,,crossing,2,POINT (-97.1378911 33.2064517)
9562931572,33.2063027,-97.133905,,,2,POINT (-97.133905 33.2063027)
9562937144,33.2064698,-97.14153,,crossing,2,POINT (-97.14153 33.2064698)
9562937171,33.2065582,-97.1414619,,crossing,2,POINT (-97.1414619 33.2065582)
9562937203,33.2063637,-97.1365317,,crossing,2,POINT (-97.1365317 33.2063637)
9562937204,33.2063656,-97.1366882,,crossing,2,POINT (-97.1366882 33.2063656)
9562937206,33.20651,-97.1368473,,crossing,2,POINT (-97.1368473 33.20651)
9562937207,33.2066287,-97.1365556,,crossing,2,POINT (-97.1365556 33.2066287)
9562937208,33.2066212,-97.1367163,,crossing,2,POINT (-97.1367163 33.2066212)
9562937211,33.2065096,-97.1364594,,crossing,2,POINT (-97.1364594 33.2065096)
9562937241,33.207386,-97.1350295,,,2,POINT (-97.1350295 33.207386)
9562937243,33.2065868,-97.135048,,crossing,2,POINT (-97.135048 33.2065868)
9562937253,33.2066061,-97.1342191,,crossing,2,POINT (-97.1342191 33.2066061)
9562937255,33.206501,-97.1341223,,crossing,2,POINT (-97.1341223 33.206501)
9562937257,33.2065023,-97.1338232,,crossing,2,POINT (-97.1338232 33.2065023)
9562937289,33.2065839,-97.1325452,,crossing,2,POINT (-97.1325452 33.2065839)
9562937293,33.2064964,-97.1324258,,crossing,2,POINT (-97.1324258 33.2064964)
9562937295,33.2064435,-97.1339045,,crossing,2,POINT (-97.1339045 33.2064435)
9562937298,33.2064325,-97.1325483,,crossing,2,POINT (-97.1325483 33.2064325)
9571250413,33.2187697,-97.1504547,,crossing,2,POINT (-97.1504547 33.2187697)
9577456923,33.2108363,-97.1599744,,,2,POINT (-97.1599744 33.2108363)
9577456988,33.210836,-97.1576982,,,2,POINT (-97.1576982 33.210836)
9577469606,33.2114681,-97.1579997,,,2,POINT (-97.1579997 33.2114681)
9577469614,33.2113037,-97.1580005,,,2,POINT (-97.1580005 33.2113037)
9582253235,33.218648,-97.1223751,,,1,POINT (-97.1223751 33.218648)
9596987960,33.2063544,-97.1494278,,,2,POINT (-97.1494278 33.2063544)
9596987961,33.2062927,-97.1485685,,,2,POINT (-97.1485685 33.2062927)
9596987965,33.206741,-97.1490284,,,2,POINT (-97.1490284 33.206741)
